Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorkedGroup,AttrionLikelihood,RiskLevel
31,Yes,Travel_Rarely,1079,Sales,16,Master,Marketing,Low,Male,Mid Level,Sales Executive,High,Married,8161,No,Low,Very High,10,2,High,1,0,0,0,2-3 companies,0.867899405,Strong
29,No,Travel_Rarely,590,Research & Development,4,Bachelor,Technical Degree,Very High,Female,Entry Level,Research Scientist,Low,Divorced,2109,No,High,Medium,1,2,High,1,0,0,0,0-1 Companies,0.026023388,Weak
30,No,Travel_Rarely,305,Research & Development,16,Bachelor,Life Sciences,High,Male,Junior Level,Healthcare Representative,High,Married,5294,No,High,Medium,10,3,High,7,0,1,7,2-3 companies,0.013783946,Weak
32,No,Non-Travel,953,Research & Development,5,Master,Technical Degree,Medium,Male,Entry Level,Research Scientist,Medium,Single,2718,No,Medium,Low,12,3,High,7,7,0,7,2-3 companies,0.020291926,Weak
38,No,Travel_Rarely,833,Research & Development,18,Bachelor,Medical,Medium,Male,Junior Level,Healthcare Representative,Very High,Married,5811,Yes,High,Medium,15,2,High,1,0,1,0,2-3 companies,0.035832804,Weak
43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,Technical Degree,High,Male,Entry Level,Research Scientist,High,Married,2437,Yes,Very High,Medium,6,4,High,1,0,0,0,5+ companies,0.150555738,Weak
42,No,Travel_Rarely,855,Research & Development,12,Bachelor,Medical,Medium,Male,Entry Level,Laboratory Technician,Medium,Divorced,2766,No,Medium,Very High,7,6,Medium,5,3,0,4,5+ companies,0.162964946,Weak
55,No,Travel_Rarely,478,Research & Development,2,Bachelor,Medical,High,Male,Executive Level,Research Director,Low,Married,19038,No,Medium,Very High,34,2,High,1,0,0,0,5+ companies,7.07E-06,Weak
33,No,Non-Travel,775,Research & Development,4,Bachelor,Technical Degree,Very High,Male,Junior Level,Research Scientist,Medium,Divorced,3055,No,Very High,High,11,2,Medium,9,8,1,7,4-5 companies,0.00073878,Weak
41,No,Travel_Rarely,548,Research & Development,9,Master,Life Sciences,High,Male,Entry Level,Laboratory Technician,Low,Divorced,2289,No,Medium,High,5,2,High,5,3,0,4,0-1 Companies,0.039471036,Weak
34,No,Non-Travel,1375,Sales,10,Bachelor,Life Sciences,Very High,Male,Junior Level,Sales Executive,High,Divorced,4001,Yes,High,Medium,15,3,High,15,14,0,7,0-1 Companies,0.008335333,Weak
53,No,Non-Travel,661,Research & Development,1,Master,Medical,Low,Female,Senior Level,Manufacturing Director,High,Married,12965,Yes,Very High,Very High,27,2,Medium,3,2,0,2,4-5 companies,0.181603881,Weak
43,No,Travel_Rarely,244,Human Resources,2,Bachelor,Life Sciences,Medium,Male,Entry Level,Human Resources,Very High,Single,3539,No,Medium,Low,10,5,High,9,7,1,8,,0.006680642,Weak
34,No,Travel_Rarely,511,Sales,3,College,Life Sciences,Very High,Female,Junior Level,Sales Executive,Very High,Single,6029,No,Low,Low,6,3,High,2,2,2,2,4-5 companies,0.051792395,Weak
21,Yes,Travel_Rarely,337,Sales,7,Below College,Marketing,Medium,Male,Entry Level,Sales Representative,Medium,Single,2679,No,Medium,Low,1,3,High,1,0,1,0,0-1 Companies,0.708172345,Strong
38,No,Travel_Rarely,1153,Research & Development,6,College,Other,Very High,Female,Entry Level,Laboratory Technician,High,Married,3702,No,Medium,Medium,5,3,High,5,4,0,4,0-1 Companies,0.011147671,Weak
22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,Medical,High,Female,Entry Level,Laboratory Technician,Low,Married,2398,Yes,High,Low,1,6,High,1,0,0,0,0-1 Companies,0.599599357,Strong
31,No,Travel_Rarely,196,Sales,29,Master,Marketing,Low,Female,Junior Level,Sales Executive,Very High,Married,5468,No,Low,High,13,3,High,12,7,5,7,0-1 Companies,0.126289492,Weak
51,No,Travel_Rarely,942,Research & Development,3,Bachelor,Technical Degree,Low,Female,Mid Level,Manager,High,Married,13116,No,Very High,Low,15,2,High,2,2,2,2,2-3 companies,0.021088929,Weak
37,No,Travel_Rarely,589,Sales,9,College,Marketing,Medium,Male,Junior Level,Sales Executive,Medium,Married,4189,No,Low,High,5,2,High,5,2,0,3,0-1 Companies,0.07948113,Weak
46,No,Travel_Rarely,734,Research & Development,2,Master,Medical,High,Male,Executive Level,Research Director,Very High,Divorced,19328,Yes,High,Medium,24,3,High,2,1,2,2,5+ companies,2.70E-06,Weak
36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,Life Sciences,Very High,Male,Mid Level,Healthcare Representative,Low,Married,8321,Yes,Very High,Medium,15,1,High,12,8,5,7,5+ companies,0.066085355,Weak
44,Yes,Travel_Frequently,429,Research & Development,1,College,Medical,High,Male,Entry Level,Research Scientist,Medium,Divorced,2342,Yes,High,Very High,6,2,Medium,5,3,2,3,0-1 Companies,0.196735033,Weak
37,No,Travel_Rarely,1239,Human Resources,8,College,Other,High,Male,Junior Level,Human Resources,Medium,Divorced,4071,No,High,Low,19,4,Medium,10,0,4,7,2-3 companies,0.015245118,Weak
35,Yes,Travel_Rarely,303,Sales,27,Bachelor,Life Sciences,High,Male,Junior Level,Sales Executive,Very High,Single,5813,Yes,Very High,Low,10,2,High,10,7,7,7,0-1 Companies,0.290422575,Weak
33,No,Travel_Rarely,867,Research & Development,8,Master,Life Sciences,Very High,Male,Entry Level,Research Scientist,Low,Married,3143,No,Medium,Medium,14,1,High,10,8,7,6,5+ companies,0.006912318,Weak
28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,Life Sciences,High,Male,Entry Level,Research Scientist,Very High,Married,2044,No,High,Medium,5,6,Very High,5,3,0,3,0-1 Companies,0.002773709,Weak
39,No,Travel_Rarely,1253,Research & Development,10,Below College,Medical,High,Male,Mid Level,Research Director,High,Single,13464,No,High,Low,9,3,High,4,3,2,2,5+ companies,9.61E-05,Weak
46,No,Non-Travel,849,Sales,26,College,Life Sciences,Medium,Male,Junior Level,Sales Executive,Medium,Single,7991,No,High,Low,6,3,High,2,2,2,2,5+ companies,0.077784762,Weak
40,No,Travel_Rarely,616,Research & Development,2,College,Life Sciences,High,Female,Entry Level,Laboratory Technician,Low,Married,3377,No,Very High,Medium,7,5,Medium,4,3,0,2,4-5 companies,0.032647699,Weak
42,No,Travel_Rarely,1128,Research & Development,13,Bachelor,Medical,Medium,Male,Junior Level,Healthcare Representative,Low,Married,5538,No,High,High,10,2,Medium,0,0,0,0,4-5 companies,0.015086011,Weak
35,No,Non-Travel,1180,Research & Development,2,College,Medical,Medium,Male,Junior Level,Manufacturing Director,Very High,Divorced,5762,No,High,Medium,15,6,High,7,7,1,7,2-3 companies,4.77E-05,Weak
38,No,Non-Travel,1336,Human Resources,2,Bachelor,Human Resources,Low,Male,Entry Level,Human Resources,Medium,Divorced,2592,No,Very High,Very High,13,3,High,11,10,3,8,4-5 companies,0.0268754,Weak
34,Yes,Travel_Frequently,234,Research & Development,9,Master,Life Sciences,Very High,Male,Junior Level,Laboratory Technician,Low,Married,5346,No,High,Medium,11,3,Medium,7,1,0,7,4-5 companies,0.106728115,Weak
37,Yes,Travel_Rarely,370,Research & Development,10,Master,Medical,Very High,Male,Junior Level,Manufacturing Director,Low,Single,4213,No,Medium,Low,10,4,Low,10,3,0,8,0-1 Companies,0.05044481,Weak
39,No,Travel_Frequently,766,Sales,20,Bachelor,Life Sciences,High,Male,Junior Level,Sales Executive,Very High,Divorced,4127,No,Very High,Medium,7,6,High,2,1,2,2,2-3 companies,0.013866429,Weak
43,No,Non-Travel,343,Research & Development,9,Bachelor,Life Sciences,Low,Male,Entry Level,Research Scientist,High,Single,2438,No,High,Low,7,2,Medium,3,2,1,2,4-5 companies,0.105986483,Weak
41,No,Travel_Rarely,447,Research & Development,5,Bachelor,Life Sciences,Medium,Male,Junior Level,Healthcare Representative,Medium,Single,6870,No,Low,Low,11,3,Low,3,2,1,2,2-3 companies,0.171722718,Weak
41,No,Travel_Rarely,796,Sales,4,Below College,Marketing,High,Female,Mid Level,Sales Executive,High,Divorced,10447,Yes,Very High,Medium,23,3,Very High,22,14,13,5,,0.076592453,Weak
30,No,Travel_Rarely,1092,Research & Development,10,Bachelor,Medical,Low,Female,Mid Level,Manufacturing Director,High,Single,9667,No,Medium,Low,9,3,High,7,7,0,2,5+ companies,0.067909747,Weak
26,Yes,Travel_Rarely,920,Human Resources,20,College,Medical,Very High,Female,Entry Level,Human Resources,Medium,Married,2148,Yes,High,Low,6,3,High,5,1,1,4,,0.499770996,Strong
46,Yes,Travel_Rarely,261,Research & Development,21,College,Medical,Very High,Female,Junior Level,Healthcare Representative,Medium,Married,8926,No,Very High,Medium,13,2,Very High,9,7,3,7,4-5 companies,0.006193538,Weak
40,No,Travel_Rarely,1194,Research & Development,1,Bachelor,Life Sciences,High,Female,Junior Level,Healthcare Representative,Very High,Divorced,6513,No,Very High,Medium,12,3,High,5,3,0,3,4-5 companies,0.000318318,Weak
34,No,Travel_Rarely,810,Sales,8,College,Technical Degree,Medium,Male,Junior Level,Sales Executive,High,Married,6799,No,High,High,10,5,High,10,8,4,8,0-1 Companies,0.006663215,Weak
58,No,Non-Travel,350,Sales,2,Bachelor,Medical,Medium,Male,Senior Level,Manager,Medium,Divorced,16291,No,Very High,Medium,37,0,Medium,16,9,14,14,4-5 companies,0.000601128,Weak
35,No,Travel_Rarely,185,Research & Development,23,Master,Medical,Medium,Male,Entry Level,Laboratory Technician,High,Married,2705,No,Medium,Medium,6,2,Very High,5,4,0,3,,0.416411861,Strong
47,No,Travel_Rarely,1001,Research & Development,4,Bachelor,Life Sciences,High,Female,Mid Level,Manufacturing Director,Medium,Divorced,10333,Yes,High,Medium,28,4,High,22,11,14,10,5+ companies,0.003384996,Weak
40,No,Travel_Rarely,750,Research & Development,12,Bachelor,Life Sciences,Medium,Female,Junior Level,Healthcare Representative,Low,Divorced,4448,No,Medium,Medium,15,3,High,7,4,7,7,2-3 companies,0.012705047,Weak
54,No,Travel_Rarely,431,Research & Development,7,Master,Medical,Very High,Female,Junior Level,Research Scientist,Very High,Married,6854,No,Medium,Medium,14,2,Medium,7,1,1,7,4-5 companies,0.00073444,Weak
31,No,Travel_Frequently,1125,Sales,7,Master,Marketing,Low,Female,Mid Level,Sales Executive,Low,Married,9637,No,Very High,High,9,3,High,3,2,2,2,2-3 companies,0.269528151,Weak
28,No,Travel_Rarely,1217,Research & Development,1,Bachelor,Medical,High,Female,Entry Level,Research Scientist,Low,Married,3591,No,High,Medium,3,3,High,3,2,1,2,0-1 Companies,0.004403277,Weak
38,No,Travel_Rarely,723,Sales,2,Master,Marketing,Medium,Female,Junior Level,Sales Representative,Very High,Married,5405,Yes,Low,High,20,4,Medium,4,2,0,3,2-3 companies,0.138167529,Weak
26,No,Travel_Rarely,572,Sales,10,Bachelor,Medical,High,Male,Junior Level,Sales Executive,Very High,Single,4684,No,Low,Low,5,4,High,5,3,1,2,0-1 Companies,0.082465646,Weak
58,No,Travel_Frequently,1216,Research & Development,15,Master,Life Sciences,Low,Male,Senior Level,Research Director,High,Married,15787,Yes,Medium,Low,23,3,High,2,2,2,2,2-3 companies,0.018183802,Weak
18,No,Non-Travel,1431,Research & Development,14,Bachelor,Medical,Medium,Female,Entry Level,Research Scientist,High,Single,1514,No,High,Low,0,4,Low,0,0,0,0,0-1 Companies,0.125980586,Weak
31,Yes,Travel_Rarely,359,Human Resources,18,Doctor,Human Resources,Very High,Male,Entry Level,Human Resources,Low,Married,2956,No,High,Low,2,4,High,1,0,0,0,,0.430118809,Strong
29,Yes,Travel_Rarely,350,Human Resources,13,Bachelor,Human Resources,Low,Male,Entry Level,Human Resources,Low,Divorced,2335,Yes,Very High,Very High,4,3,High,2,2,2,0,4-5 companies,0.926086462,Strong
45,No,Non-Travel,589,Sales,2,Master,Life Sciences,High,Female,Junior Level,Sales Executive,High,Married,5154,No,Medium,High,10,3,Very High,8,7,5,7,4-5 companies,0.004749193,Weak
36,No,Travel_Rarely,430,Research & Development,2,Master,Other,Very High,Female,Junior Level,Research Scientist,Medium,Married,6962,Yes,Very High,Medium,15,2,High,1,0,0,0,4-5 companies,0.006424923,Weak
43,No,Travel_Frequently,1422,Sales,2,Master,Life Sciences,Low,Male,Junior Level,Sales Executive,Very High,Married,5675,No,High,Medium,7,5,High,7,7,7,7,0-1 Companies,0.006943476,Weak
27,No,Travel_Frequently,1297,Research & Development,5,College,Life Sciences,Very High,Female,Entry Level,Laboratory Technician,Very High,Single,2379,Yes,High,Low,6,3,Medium,5,4,0,2,,0.55869087,Strong
29,No,Travel_Frequently,574,Research & Development,20,Below College,Medical,Very High,Male,Entry Level,Laboratory Technician,Very High,Married,3812,No,Medium,Low,11,3,Very High,11,8,3,10,0-1 Companies,0.278094941,Weak
32,No,Travel_Frequently,1318,Sales,10,Master,Marketing,Very High,Male,Junior Level,Sales Executive,Very High,Single,4648,No,High,Low,4,2,Very High,0,0,0,0,5+ companies,0.241827311,Weak
42,No,Non-Travel,355,Research & Development,10,Master,Technical Degree,High,Male,Entry Level,Research Scientist,High,Married,2936,No,Medium,High,10,1,Medium,6,3,3,3,2-3 companies,0.009270804,Weak
47,No,Travel_Rarely,207,Research & Development,9,Master,Life Sciences,Medium,Female,Entry Level,Laboratory Technician,High,Single,2105,No,High,Low,7,2,High,2,2,2,0,4-5 companies,0.1914984,Weak
46,No,Travel_Rarely,706,Research & Development,2,College,Life Sciences,Very High,Male,Mid Level,Manufacturing Director,Very High,Divorced,8578,No,High,Medium,12,4,Medium,9,8,4,7,2-3 companies,0.00067657,Weak
28,No,Non-Travel,280,Human Resources,1,College,Life Sciences,High,Male,Entry Level,Human Resources,Very High,Divorced,2706,No,Medium,Medium,3,2,High,3,2,2,2,0-1 Companies,0.002885502,Weak
29,No,Travel_Rarely,726,Research & Development,29,Below College,Life Sciences,Very High,Male,Junior Level,Healthcare Representative,High,Divorced,6384,No,Very High,High,11,3,High,7,0,1,6,5+ companies,0.008619149,Weak
42,No,Travel_Rarely,1142,Research & Development,8,Bachelor,Life Sciences,Very High,Male,Entry Level,Laboratory Technician,High,Single,3968,No,Very High,Low,8,3,High,0,0,0,0,4-5 companies,0.061900755,Weak
32,Yes,Travel_Rarely,414,Sales,2,Master,Marketing,High,Male,Junior Level,Sales Executive,Medium,Single,9907,Yes,High,Low,7,3,Medium,2,2,2,2,5+ companies,0.431154888,Strong
46,No,Travel_Rarely,1319,Sales,3,Bachelor,Technical Degree,Low,Female,Senior Level,Sales Executive,Low,Divorced,13225,No,Very High,Medium,25,5,High,19,17,2,8,2-3 companies,0.024403791,Weak
27,No,Travel_Rarely,728,Sales,23,Below College,Medical,Medium,Female,Junior Level,Sales Representative,High,Married,3540,No,Very High,Medium,9,5,High,9,8,5,8,0-1 Companies,0.028473188,Weak
29,No,Travel_Rarely,352,Human Resources,6,Below College,Medical,Very High,Male,Entry Level,Human Resources,Medium,Married,2804,No,Very High,Low,1,3,High,1,0,0,0,0-1 Companies,0.048429451,Weak
43,No,Travel_Rarely,823,Research & Development,6,Bachelor,Medical,Low,Female,Executive Level,Manager,High,Married,19392,No,Very High,Low,21,2,High,16,12,6,14,5+ companies,0.00023172,Weak
48,No,Travel_Rarely,1224,Research & Development,10,Bachelor,Life Sciences,Very High,Male,Executive Level,Research Director,Medium,Married,19665,No,Very High,Low,29,3,High,22,10,12,9,4-5 companies,1.37E-06,Weak
29,Yes,Travel_Frequently,459,Research & Development,24,College,Life Sciences,Very High,Male,Entry Level,Research Scientist,Very High,Single,2439,Yes,Medium,Low,1,3,Medium,1,0,1,0,0-1 Companies,0.728264302,Strong
46,Yes,Travel_Rarely,1254,Sales,10,Bachelor,Life Sciences,High,Female,Mid Level,Sales Executive,Medium,Married,7314,No,High,Very High,14,2,High,8,7,0,7,4-5 companies,0.06972437,Weak
27,No,Travel_Frequently,1131,Research & Development,15,Bachelor,Life Sciences,Very High,Female,Entry Level,Research Scientist,Low,Married,4774,No,Very High,Medium,8,2,Medium,7,6,7,3,,0.029865287,Weak
39,No,Travel_Rarely,835,Research & Development,19,Master,Other,Very High,Male,Junior Level,Research Scientist,Very High,Divorced,3902,No,Medium,Very High,7,2,High,2,2,2,2,5+ companies,0.002976649,Weak
55,No,Travel_Rarely,836,Research & Development,2,Master,Technical Degree,Medium,Male,Entry Level,Research Scientist,Very High,Married,2662,No,Medium,Medium,19,2,Very High,5,2,0,4,5+ companies,0.009265172,Weak
28,No,Travel_Rarely,1172,Sales,3,Bachelor,Medical,Medium,Female,Entry Level,Sales Representative,Medium,Married,2856,No,Very High,Medium,1,3,High,1,0,0,0,0-1 Companies,0.0850489,Weak
30,Yes,Travel_Rarely,945,Sales,9,Bachelor,Medical,Medium,Male,Entry Level,Sales Representative,Very High,Single,1081,No,High,Low,1,3,Medium,1,0,0,0,0-1 Companies,0.398614524,Medium
22,Yes,Travel_Rarely,391,Research & Development,7,Below College,Life Sciences,Very High,Male,Entry Level,Research Scientist,Medium,Single,2472,Yes,Low,Low,1,2,High,1,0,0,0,0-1 Companies,0.659114032,Strong
36,No,Travel_Rarely,1266,Sales,10,Master,Technical Degree,Medium,Female,Junior Level,Sales Executive,High,Married,5673,Yes,Low,Medium,10,4,High,10,9,1,7,0-1 Companies,0.220101302,Weak
31,No,Travel_Rarely,311,Research & Development,20,Bachelor,Life Sciences,Medium,Male,Junior Level,Laboratory Technician,High,Divorced,4197,No,Low,Medium,10,2,High,10,8,0,2,0-1 Companies,0.0731586,Weak
34,No,Travel_Rarely,1480,Sales,4,Bachelor,Life Sciences,High,Male,Mid Level,Sales Executive,Very High,Married,9713,Yes,Very High,Very High,9,3,High,5,3,1,0,2-3 companies,0.144299488,Weak
29,No,Travel_Rarely,592,Research & Development,7,Bachelor,Life Sciences,Very High,Male,Entry Level,Laboratory Technician,Low,Single,2062,No,Medium,Low,11,2,High,3,2,1,2,2-3 companies,0.348109961,Medium
37,No,Travel_Rarely,783,Research & Development,7,Master,Medical,Very High,Male,Junior Level,Research Scientist,Low,Married,4284,Yes,High,Medium,16,2,High,5,3,0,4,4-5 companies,0.014474193,Weak
35,No,Travel_Rarely,219,Research & Development,16,College,Other,Very High,Female,Junior Level,Manufacturing Director,Medium,Married,4788,Yes,Very High,Low,4,2,High,3,2,0,2,,0.084211705,Weak
45,No,Travel_Rarely,556,Research & Development,25,College,Life Sciences,Medium,Female,Junior Level,Manufacturing Director,Very High,Married,5906,No,Very High,High,10,2,Medium,9,8,3,8,,0.001247711,Weak
36,No,Travel_Frequently,1213,Human Resources,2,Below College,Human Resources,Medium,Male,Junior Level,Human Resources,Very High,Single,3886,No,Very High,Low,10,2,Medium,10,1,0,8,0-1 Companies,0.097268492,Weak
40,No,Travel_Rarely,1137,Research & Development,1,Master,Life Sciences,Low,Male,Senior Level,Manager,Low,Divorced,16823,No,Low,Medium,22,3,High,19,7,11,16,2-3 companies,0.016021059,Weak
26,No,Travel_Rarely,482,Research & Development,1,College,Life Sciences,Medium,Female,Entry Level,Research Scientist,High,Married,2933,Yes,High,Medium,1,3,Medium,1,0,1,0,0-1 Companies,0.192466585,Weak
27,No,Travel_Rarely,511,Sales,2,College,Medical,Low,Female,Junior Level,Sales Executive,High,Single,6500,No,Medium,Low,9,5,Medium,8,7,0,7,,0.213879209,Weak
48,No,Travel_Frequently,117,Research & Development,22,Bachelor,Medical,Very High,Female,Senior Level,Manager,Very High,Divorced,17174,No,Medium,Medium,24,3,High,22,17,4,7,2-3 companies,0.000562111,Weak
44,No,Travel_Rarely,170,Research & Development,1,Master,Life Sciences,Medium,Male,Junior Level,Healthcare Representative,Low,Married,5033,No,Very High,Medium,10,5,High,2,0,2,2,2-3 companies,0.00501397,Weak
34,Yes,Non-Travel,967,Research & Development,16,Master,Technical Degree,Very High,Male,Entry Level,Research Scientist,Low,Married,2307,Yes,Medium,Medium,5,2,High,5,2,3,0,0-1 Companies,0.137710285,Weak
